Name,Attack,Health,Level,Ability,Packs,Tier
Monkey,1,2,2,End turn → Give front-most friendly pet +4  attack and +4  health.,['Turtle Pack'],Tier 5 Pets
Monkey,1,2,2,End turn → Give front-most friendly pet +4  attack and +4  health.,['Turtle Pack'],Tier 5 Pets
Rhino,6,9,1,Knock out → Deal 4  damage to the first enemy. Double against tier 1 pets.,['Turtle Pack'],Tier 5 Pets
Rhino,6,9,2,Knock out → Deal 8  damage to the first enemy. Double against tier 1 pets.,['Turtle Pack'],Tier 5 Pets
Rhino,6,9,2,Knock out → Deal 8  damage to the first enemy. Double against tier 1 pets.,['Turtle Pack'],Tier 5 Pets
Rooster,6,4,1,Faint → Summon one  Chick with 1  health and 50%  attack of this.,['Turtle Pack'],Tier 5 Pets
Rooster,6,4,2,Faint → Summon two  Chicks with 1  health and 50%  attack of this.,['Turtle Pack'],Tier 5 Pets
Rooster,6,4,2,Faint → Summon two  Chicks with 1  health and 50%  attack of this.,['Turtle Pack'],Tier 5 Pets
Scorpion,1,1,1,Summoned → Gain  Peanut perk.,['Turtle Pack'],Tier 5 Pets
Scorpion,1,1,2,Summoned → Gain  Peanut perk.,['Turtle Pack'],Tier 5 Pets
Scorpion,1,1,2,Summoned → Gain  Peanut perk.,['Turtle Pack'],Tier 5 Pets
Seal,3,8,1,Eats food → Give three random friends +1  attack.,['Turtle Pack'],Tier 5 Pets
Seal,3,8,2,Eats food → Give three random friends +2  attack.,['Turtle Pack'],Tier 5 Pets
Seal,3,8,2,Eats food → Give three random friends +2  attack.,['Turtle Pack'],Tier 5 Pets
Shark,2,2,1,Friend faints → Gain +2  attack and +2  health.,['Turtle Pack'],Tier 5 Pets
Shark,2,2,2,Friend faints → Gain +4  attack and +4  health.,['Turtle Pack'],Tier 5 Pets
Shark,2,2,2,Friend faints → Gain +4  attack and +4  health.,['Turtle Pack'],Tier 5 Pets
Turkey,3,4,1,Friend summoned → Give it +3  attack and +1  health.,['Turtle Pack'],Tier 5 Pets
Turkey,3,4,2,Friend summoned → Give it +6  attack and +2  health.,['Turtle Pack'],Tier 5 Pets
Turkey,3,4,2,Friend summoned → Give it +6  attack and +2  health.,['Turtle Pack'],Tier 5 Pets
Amalgamation,4,5,1,Friend summoned → Give it +3  attack and +4  mana and  Spooked. Works 2 times per turn.,['Unicorn Pack'],Tier 5 Pets
Amalgamation,4,5,2,Friend summoned → Give it +6  attack and +8  mana and  Spooked. Works 2 times per turn.,['Unicorn Pack'],Tier 5 Pets
Amalgamation,4,5,2,Friend summoned → Give it +6  attack and +8  mana and  Spooked. Works 2 times per turn.,['Unicorn Pack'],Tier 5 Pets
Red Dragon,3,7,1,Start of Battle → Make the last enemy  Crisp.,['Unicorn Pack'],Tier 5 Pets
Red Dragon,3,7,2,Start of Battle → Make the two last enemies  Crisp.,['Unicorn Pack'],Tier 5 Pets
Red Dragon,3,7,2,Start of Battle → Make the two last enemies  Crisp.,['Unicorn Pack'],Tier 5 Pets
Vampire Bat,2,5,1,Enemy gained ailment → Deal 3  damage to it and gain damage as  health. Works 2 times per battle.,['Unicorn Pack'],Tier 5 Pets
Vampire Bat,2,5,2,Enemy gained ailment → Deal 6  damage to it and gain damage as  health. Works 2 times per battle.,['Unicorn Pack'],Tier 5 Pets
Vampire Bat,2,5,2,Enemy gained ailment → Deal 6  damage to it and gain damage as  health. Works 2 times per battle.,['Unicorn Pack'],Tier 5 Pets
Loveland Frogman,1,5,1,Friend jumped → Give it permanent +2  attack and +2  health.,['Unicorn Pack'],Tier 5 Pets
Loveland Frogman,1,5,2,Friend jumped → Give it permanent +4  attack and +4  health.,['Unicorn Pack'],Tier 5 Pets
Loveland Frogman,1,5,2,Friend jumped → Give it permanent +4  attack and +4  health.,['Unicorn Pack'],Tier 5 Pets
Salmon of Knowledge,5,5,1,Start of battle → Give the two front-most friends AND enemies +2  experience.,['Unicorn Pack'],Tier 5 Pets
Salmon of Knowledge,5,5,2,Start of battle → Give the two front-most friends AND enemies +4  experience.,['Unicorn Pack'],Tier 5 Pets
Salmon of Knowledge,5,5,2,Start of battle → Give the two front-most friends AND enemies +4  experience.,['Unicorn Pack'],Tier 5 Pets
Jersey Devil,5,4,1,"Friend Summoned → Give it +1  attack and +1  health for each level 3 pet sold this game, up to 5 sold.",['Unicorn Pack'],Tier 5 Pets
Jersey Devil,5,4,2,"Friend Summoned → Give it +2  attack and +2  health for each level 3 pet sold this game, up to 5 sold.",['Unicorn Pack'],Tier 5 Pets
Jersey Devil,5,4,2,"Friend Summoned → Give it +2  attack and +2  health for each level 3 pet sold this game, up to 5 sold.",['Unicorn Pack'],Tier 5 Pets
Pixiu,4,5,1,Faint → Spend 6  mana to gain +3  gold next turn.,['Unicorn Pack'],Tier 5 Pets
Pixiu,4,5,2,Faint → Spend 6  mana to gain +6  gold next turn.,['Unicorn Pack'],Tier 5 Pets
Pixiu,4,5,2,Faint → Spend 6  mana to gain +6  gold next turn.,['Unicorn Pack'],Tier 5 Pets
Kitsune,3,7,1,Friend Faints → transfer all friendly  mana +2 to the nearest friend ahead.,['Unicorn Pack'],Tier 5 Pets
Kitsune,3,7,2,Friend Faints → transfer all friendly  mana +4 to the nearest friend ahead.,['Unicorn Pack'],Tier 5 Pets
Kitsune,3,7,2,Friend Faints → transfer all friendly  mana +4 to the nearest friend ahead.,['Unicorn Pack'],Tier 5 Pets
Nessie,4,6,1,"Faint → Summon one  Nessie with +2  attack and +2  health for each roll this turn, up to 7.",['Unicorn Pack'],Tier 5 Pets
Nessie,4,6,2,"Faint → Summon one  Nessie with +4  attack and +4  health for each roll this turn, up to 7.",['Unicorn Pack'],Tier 5 Pets
Nessie,4,6,2,"Faint → Summon one  Nessie with +4  attack and +4  health for each roll this turn, up to 7.",['Unicorn Pack'],Tier 5 Pets
Bad Dog,3,3,1,Buy → Choose one level 1 toy that brings doom and chaos!,['Unicorn Pack'],Tier 5 Pets
Bad Dog,3,3,2,Buy → Choose one level 2 toy that brings doom and chaos!,['Unicorn Pack'],Tier 5 Pets
Bad Dog,3,3,2,Buy → Choose one level 2 toy that brings doom and chaos!,['Unicorn Pack'],Tier 5 Pets
Werewolf,7,7,1,"Start of battle → If turn number is even, gain +100%  attack and +100%  health.",['Unicorn Pack'],Tier 5 Pets
Werewolf,7,7,2,"Start of battle → If turn number is even, gain +200%  attack and +200%  health.",['Unicorn Pack'],Tier 5 Pets
Werewolf,7,7,2,"Start of battle → If turn number is even, gain +200%  attack and +200%  health.",['Unicorn Pack'],Tier 5 Pets
Boitata,2,12,1,Before Attack → Make the target  Crisp. Works 2 time per battle.,['Unicorn Pack'],Tier 5 Pets
Boitata,2,12,2,Before Attack → Make the target  Crisp. Works 4 times per battle.,['Unicorn Pack'],Tier 5 Pets
Boitata,2,12,2,Before Attack → Make the target  Crisp. Works 4 times per battle.,['Unicorn Pack'],Tier 5 Pets
Kappa,4,5,1,Faint → Summon one random 14/16 pet from tier 3 up front for you and the opponent.,['Unicorn Pack'],Tier 5 Pets
Kappa,4,5,2,Faint → Summon two random 14/16 pets from tier 3 up front for you and the opponent.,['Unicorn Pack'],Tier 5 Pets
Kappa,4,5,2,Faint → Summon two random 14/16 pets from tier 3 up front for you and the opponent.,['Unicorn Pack'],Tier 5 Pets
Mimic,3,6,1,Three friends faint → Gain +1  gold on next turn.,['Unicorn Pack'],Tier 5 Pets
Mimic,3,6,2,Three friends faint → Gain +2  gold on next turn.,['Unicorn Pack'],Tier 5 Pets
Mimic,3,6,2,Three friends faint → Gain +2  gold on next turn.,['Unicorn Pack'],Tier 5 Pets
Nurikabe,5,6,1,Takes 4 less damage. Works 3 times per turn.,['Unicorn Pack'],Tier 5 Pets
Nurikabe,5,6,2,Takes 8 less damage. Works 3 times per turn.,['Unicorn Pack'],Tier 5 Pets
Nurikabe,5,6,2,Takes 8 less damage. Works 3 times per turn.,['Unicorn Pack'],Tier 5 Pets
Tandgnost,6,2,1,End turn → Give one random  Tandgrisner +3  health. Can also...,['Unicorn Pack'],Tier 5 Pets
Tandgnost,6,2,2,End turn → Give one random  Tandgrisner +6  health. Can also...,['Unicorn Pack'],Tier 5 Pets
Tandgnost,6,2,2,End turn → Give one random  Tandgrisner +6  health. Can also...,['Unicorn Pack'],Tier 5 Pets
Tandgrisner,2,6,1,End turn → Give one random  Tandgnost +3  attack. Can also...,['Unicorn Pack'],Tier 5 Pets
Tandgrisner,2,6,2,End turn → Give one random  Tandgnost +6  attack. Can also...,['Unicorn Pack'],Tier 5 Pets
Tandgrisner,2,6,2,End turn → Give one random  Tandgnost +6  attack. Can also...,['Unicorn Pack'],Tier 5 Pets
Beluga Whale,2,5,1,Eats food → Swallow the left-most shop pet and summon it at level 1 with base stats on faint.,['Golden Pack'],Tier 5 Pets
Beluga Whale,2,5,2,Eats food → Swallow the left-most shop pet and summon it at level 2 with double base stats on faint.,['Golden Pack'],Tier 5 Pets
Beluga Whale,2,5,2,Eats food → Swallow the left-most shop pet and summon it at level 2 with double base stats on faint.,['Golden Pack'],Tier 5 Pets
Blue Ringed Octopus,2,4,1,Buy → Give friends +1  attack and +1  health.,['Golden Pack'],Tier 5 Pets
Blue Ringed Octopus,2,4,2,Buy → Give friends +2  attack and +2  health.,['Golden Pack'],Tier 5 Pets
Blue Ringed Octopus,2,4,2,Buy → Give friends +2  attack and +2  health.,['Golden Pack'],Tier 5 Pets
Crane,6,5,1,Friend ahead hurt → Give it  Melon perk and +5  attack. Works 1 time per turn.,['Golden Pack'],Tier 5 Pets
Crane,6,5,2,Friend ahead hurt → Give it  Melon perk and +5  attack. Works 2 times per turn.,['Golden Pack'],Tier 5 Pets
Crane,6,5,2,Friend ahead hurt → Give it  Melon perk and +5  attack. Works 2 times per turn.,['Golden Pack'],Tier 5 Pets
Egyptian Vulture,7,4,1,Knock out → Activate ability on the nearest Faint friend behind. Works 1 time per battle.,['Golden Pack'],Tier 5 Pets
Egyptian Vulture,7,4,2,Knock out → Activate ability on the nearest Faint friend behind. Works 2 times per battle.,['Golden Pack'],Tier 5 Pets
Egyptian Vulture,7,4,2,Knock out → Activate ability on the nearest Faint friend behind. Works 2 times per battle.,['Golden Pack'],Tier 5 Pets
Emu,3,4,1,Empty front space → Push nearest friend ahead to the front and give it +4  health in battle.,['Golden Pack'],Tier 5 Pets
Emu,3,4,2,Empty front space → Push nearest friend ahead to the front and give it +8  health in battle.,['Golden Pack'],Tier 5 Pets
Emu,3,4,2,Empty front space → Push nearest friend ahead to the front and give it +8  health in battle.,['Golden Pack'],Tier 5 Pets
Fire Ant,6,4,1,Faint → Give  attack to the highest tier friend.,['Golden Pack'],Tier 5 Pets
Fire Ant,6,4,2,Faint → Give  attack to the two highest tier friends.,['Golden Pack'],Tier 5 Pets
Fire Ant,6,4,2,Faint → Give  attack to the two highest tier friends.,['Golden Pack'],Tier 5 Pets
Giant Isopod,5,6,1,Faint → Give friends +2  health. Spend 2  trumpets to give 1 more  health in the future.,['Golden Pack'],Tier 5 Pets
Giant Isopod,5,6,2,Faint → Give friends +4  health. Spend 2  trumpets to give 2 more  health in the future.,['Golden Pack'],Tier 5 Pets
Giant Isopod,5,6,2,Faint → Give friends +4  health. Spend 2  trumpets to give 2 more  health in the future.,['Golden Pack'],Tier 5 Pets
Macaque,2,2,1,Start of battle → Summon one 12/12  Orangutan with the same food perk as this.,['Golden Pack'],Tier 5 Pets
Macaque,2,2,2,Start of battle → Summon one 24/24  Orangutan with the same food perk as this.,['Golden Pack'],Tier 5 Pets
Macaque,2,2,2,Start of battle → Summon one 24/24  Orangutan with the same food perk as this.,['Golden Pack'],Tier 5 Pets
Nurse Shark,4,6,1,Faint → Spend up to 6  trumpets and deal triple as  damage to one random enemy.,['Golden Pack'],Tier 5 Pets
Nurse Shark,4,6,2,Faint → Spend up to 6  trumpets and deal triple as  damage to two random enemies.,['Golden Pack'],Tier 5 Pets
Nurse Shark,4,6,2,Faint → Spend up to 6  trumpets and deal triple as  damage to two random enemies.,['Golden Pack'],Tier 5 Pets
Nyala,3,4,1,Faint → Gain +8  trumpets.,['Golden Pack'],Tier 5 Pets
Nyala,3,4,2,Faint → Gain +16  trumpets.,['Golden Pack'],Tier 5 Pets
Nyala,3,4,2,Faint → Gain +16  trumpets.,['Golden Pack'],Tier 5 Pets
Secretary Bird,3,5,1,Two friends faint → Give the nearest friend ahead +3  attack and +4  health.,['Golden Pack'],Tier 5 Pets
Secretary Bird,3,5,2,Two friends faint → Give the nearest friend ahead +6  attack and +8  health.,['Golden Pack'],Tier 5 Pets
Secretary Bird,3,5,2,Two friends faint → Give the nearest friend ahead +6  attack and +8  health.,['Golden Pack'],Tier 5 Pets
Silver Fox,3,6,1,Before attack → Gain +1  gold on next turn. Works 3 times per battle.,['Golden Pack'],Tier 5 Pets
Silver Fox,3,6,2,Before attack → Gain +2  gold on next turn. Works 3 times per battle.,['Golden Pack'],Tier 5 Pets
Silver Fox,3,6,2,Before attack → Gain +2  gold on next turn. Works 3 times per battle.,['Golden Pack'],Tier 5 Pets
Wolf,4,4,1,Faint → Summon three 3/2  Pigs.,['Golden Pack'],Tier 5 Pets
Wolf,4,4,2,Faint → Summon three 6/4  Pigs.,['Golden Pack'],Tier 5 Pets
Wolf,4,4,2,Faint → Summon three 6/4  Pigs.,['Golden Pack'],Tier 5 Pets
Blobfish,2,10,1,Faint → Give the nearest friend behind +1  experience. Give to one more friend in battle.,['Star Pack'],Tier 5 Pets
Blobfish,2,10,2,Faint → Give the nearest friend behind +2  experience. Give to one more friend in battle.,['Star Pack'],Tier 5 Pets
Blobfish,2,10,2,Faint → Give the nearest friend behind +2  experience. Give to one more friend in battle.,['Star Pack'],Tier 5 Pets
Hamster,2,4,1,Roll → Gain +1  gold. Works 2 times per turn.,['Star Pack'],Tier 5 Pets
Hamster,2,4,2,Roll → Gain +1  gold. Works 4 times per turn.,['Star Pack'],Tier 5 Pets
Hamster,2,4,2,Roll → Gain +1  gold. Works 4 times per turn.,['Star Pack'],Tier 5 Pets
Ibex,6,4,1,Enemy hurt or pushed → Remove 70%  health from it. Works 1 time per turn.,['Star Pack'],Tier 5 Pets
Ibex,6,4,2,Enemy hurt or pushed → Remove 70%  health from it. Works 2 times per turn.,['Star Pack'],Tier 5 Pets
Ibex,6,4,2,Enemy hurt or pushed → Remove 70%  health from it. Works 2 times per turn.,['Star Pack'],Tier 5 Pets
Pelican,2,5,1,Start of battle → Swallow one  Strawberry friend ahead and turn it into a  Salmon on faint.,['Star Pack'],Tier 5 Pets
Pelican,2,5,2,Start of battle → Swallow two  Strawberry friends ahead and turn them into  Salmons on faint.,['Star Pack'],Tier 5 Pets
Pelican,2,5,2,Start of battle → Swallow two  Strawberry friends ahead and turn them into  Salmons on faint.,['Star Pack'],Tier 5 Pets
Shoebill,3,6,1,Start of turn → Replace the nearest  Strawberry ahead with +4  attack and +4  health.,['Star Pack'],Tier 5 Pets
Shoebill,3,6,2,Start of turn → Replace the nearest  Strawberry ahead with +8  attack and +8  health.,['Star Pack'],Tier 5 Pets
Shoebill,3,6,2,Start of turn → Replace the nearest  Strawberry ahead with +8  attack and +8  health.,['Star Pack'],Tier 5 Pets
Starfish,3,7,1,Level 3 friend sold → Give friends +1  attack and +1  health. Triple if sold pet had atleast 10  attack,['Star Pack'],Tier 5 Pets
Starfish,3,7,2,Level 3 friend sold → Give friends +2  attack and +2  health. Triple if sold pet had atleast 10  attack,['Star Pack'],Tier 5 Pets
Starfish,3,7,2,Level 3 friend sold → Give friends +2  attack and +2  health. Triple if sold pet had atleast 10  attack,['Star Pack'],Tier 5 Pets
Sword Fish,5,5,1,Start of battle → Deal 100% attack  damage to the most healthy enemy and itself.,['Star Pack'],Tier 5 Pets
Sword Fish,5,5,2,Start of battle → Deal 200% attack  damage to the most healthy enemy and itself.,['Star Pack'],Tier 5 Pets
Sword Fish,5,5,2,Start of battle → Deal 200% attack  damage to the most healthy enemy and itself.,['Star Pack'],Tier 5 Pets
Triceratops,5,6,1,Hurt → Give one random friend +3  attack and +3  health.,['Star Pack'],Tier 5 Pets
Triceratops,5,6,2,Hurt → Give one random friend +6  attack and +6  health.,['Star Pack'],Tier 5 Pets
Triceratops,5,6,2,Hurt → Give one random friend +6  attack and +6  health.,['Star Pack'],Tier 5 Pets
Vulture,4,3,1,Two friends faint → Deal 4  damage to one random enemy.,['Star Pack'],Tier 5 Pets
Vulture,4,3,2,Two friends faint → Deal 8  damage to one random enemy.,['Star Pack'],Tier 5 Pets
Vulture,4,3,2,Two friends faint → Deal 8  damage to one random enemy.,['Star Pack'],Tier 5 Pets
Woodpecker,4,3,1,Start of battle → Deal 2  damage to the nearest two pets ahead. Triggers 2 times.,['Star Pack'],Tier 5 Pets
Woodpecker,4,3,2,Start of battle → Deal 2  damage to the nearest two pets ahead. Triggers 4 times.,['Star Pack'],Tier 5 Pets
Woodpecker,4,3,2,Start of battle → Deal 2  damage to the nearest two pets ahead. Triggers 4 times.,['Star Pack'],Tier 5 Pets
Fox,6,4,1,End turn → Steal the right-most shop food.,['Star Pack'],Tier 5 Pets
Fox,6,4,2,End turn → Steal the right-most shop food and double its attack and health effects.,['Star Pack'],Tier 5 Pets
Fox,6,4,2,End turn → Steal the right-most shop food and double its attack and health effects.,['Star Pack'],Tier 5 Pets
Lion,6,6,1,"Start of battle → If this is your highest tier pet, gain +50%  attack and  health.",['Star Pack'],Tier 5 Pets
Lion,6,6,2,"Start of battle → If this is your highest tier pet, gain +100%  attack and  health.",['Star Pack'],Tier 5 Pets
Lion,6,6,2,"Start of battle → If this is your highest tier pet, gain +100%  attack and  health.",['Star Pack'],Tier 5 Pets
Polar Bear,4,8,1,Start of turn → Give one random frozen shop pet +4  attack and +4  health.,['Star Pack'],Tier 5 Pets
Polar Bear,4,8,2,Start of turn → Give one random frozen shop pet +8  attack and +8  health.,['Star Pack'],Tier 5 Pets
Polar Bear,4,8,2,Start of turn → Give one random frozen shop pet +8  attack and +8  health.,['Star Pack'],Tier 5 Pets
Siberian Husky,4,3,1,End turn → Give friends with no food perks +1  attack and +1  health.,['Star Pack'],Tier 5 Pets
Siberian Husky,4,3,2,End turn → Give friends with no food perks +2  attack and +2  health.,['Star Pack'],Tier 5 Pets
Siberian Husky,4,3,2,End turn → Give friends with no food perks +2  attack and +2  health.,['Star Pack'],Tier 5 Pets
Zebra,3,5,1,Buy & Sell → Give one random friend +2  attack and +2  health.,['Star Pack'],Tier 5 Pets
Zebra,3,5,2,Buy & Sell → Give one random friend +4  attack and +4  health.,['Star Pack'],Tier 5 Pets
Zebra,3,5,2,Buy & Sell → Give one random friend +4  attack and +4  health.,['Star Pack'],Tier 5 Pets
Axolotl,2,3,1,Friend gained perk → Give it permanent +1  attack and +1  health.,['Puppy Pack'],Tier 5 Pets
Axolotl,2,3,2,Friend gained perk → Give it permanent +2  attack and +2  health.,['Puppy Pack'],Tier 5 Pets
Axolotl,2,3,2,Friend gained perk → Give it permanent +2  attack and +2  health.,['Puppy Pack'],Tier 5 Pets
Chicken,3,4,1,Faint → Give future shop pets permanent +1  attack and +1  health.,['Puppy Pack'],Tier 5 Pets
Chicken,3,4,2,Faint → Give future shop pets permanent +2  attack and +2  health.,['Puppy Pack'],Tier 5 Pets
Chicken,3,4,2,Faint → Give future shop pets permanent +2  attack and +2  health.,['Puppy Pack'],Tier 5 Pets
Eagle,6,5,1,Faint → Summon one 5/5 level 1 pet from the next shop tier.,['Puppy Pack'],Tier 5 Pets
Eagle,6,5,2,Faint → Summon one 10/10 level 2 pet from the next shop tier.,['Puppy Pack'],Tier 5 Pets
Eagle,6,5,2,Faint → Summon one 10/10 level 2 pet from the next shop tier.,['Puppy Pack'],Tier 5 Pets
Goat,4,6,1,Friend bought → Gain +1  gold. Works 2 times per turn.,['Puppy Pack'],Tier 5 Pets
Goat,4,6,2,Friend bought → Gain +2  gold. Works 2 times per turn.,['Puppy Pack'],Tier 5 Pets
Goat,4,6,2,Friend bought → Gain +2  gold. Works 2 times per turn.,['Puppy Pack'],Tier 5 Pets
Mosasaurus,5,6,1,Toy broke → Give adjacent friends +2  attack and +3  health.,['Puppy Pack'],Tier 5 Pets
Mosasaurus,5,6,2,Toy broke → Give adjacent friends +4  attack and +6  health.,['Puppy Pack'],Tier 5 Pets
Mosasaurus,5,6,2,Toy broke → Give adjacent friends +4  attack and +6  health.,['Puppy Pack'],Tier 5 Pets
Panther,3,5,1,Perks are two times stronger on this in battle,['Puppy Pack'],Tier 5 Pets
Panther,3,5,2,Perks are three times stronger on this in battle,['Puppy Pack'],Tier 5 Pets
Panther,3,5,2,Perks are three times stronger on this in battle,['Puppy Pack'],Tier 5 Pets
Poodle,2,2,1,End turn → Give +1  attack and +1  health to one friend of each tier.,['Puppy Pack'],Tier 5 Pets
Poodle,2,2,2,End turn → Give +2  attack and +2  health to one friend of each tier.,['Puppy Pack'],Tier 5 Pets
Poodle,2,2,2,End turn → Give +2  attack and +2  health to one friend of each tier.,['Puppy Pack'],Tier 5 Pets
Snapping Turtle,4,5,1,Faint → Give  Skewer Perk to the nearest friend behind.,['Puppy Pack'],Tier 5 Pets
Snapping Turtle,4,5,2,Faint → Give  Skewer Perk to the two nearest friends behind.,['Puppy Pack'],Tier 5 Pets
Snapping Turtle,4,5,2,Faint → Give  Skewer Perk to the two nearest friends behind.,['Puppy Pack'],Tier 5 Pets
Sting Ray,4,6,1,Buy → Choose one level 1 toy from tier 5.,['Puppy Pack'],Tier 5 Pets
Sting Ray,4,6,2,Buy → Choose one level 2 toy from tier 5.,['Puppy Pack'],Tier 5 Pets
Sting Ray,4,6,2,Buy → Choose one level 2 toy from tier 5.,['Puppy Pack'],Tier 5 Pets
Stonefish,7,4,1,Faint → Deal attack  damage directly back to whoever knocked this out.,['Puppy Pack'],Tier 5 Pets
Stonefish,7,4,2,Faint → Deal double attack  damage directly back to whoever knocked this out.,['Puppy Pack'],Tier 5 Pets
Stonefish,7,4,2,Faint → Deal double attack  damage directly back to whoever knocked this out.,['Puppy Pack'],Tier 5 Pets
Hyena,5,5,1,Start of battle → Swap attack and health of ALL pets.,['Weekly Pack'],Tier 5 Pets
Hyena,5,5,2,Start of battle → Shuffle positions of ALL pets.,['Weekly Pack'],Tier 5 Pets
Hyena,5,5,2,Start of battle → Shuffle positions of ALL pets.,['Weekly Pack'],Tier 5 Pets
Moose,5,6,1,End turn → Unfreeze shop and give one random friend +3  for each tier 1 shop pet.,['Weekly Pack'],Tier 5 Pets
Moose,5,6,2,End turn → Unfreeze shop and give one random friend +3  for each tier 1 shop pet.,['Weekly Pack'],Tier 5 Pets
Moose,5,6,2,End turn → Unfreeze shop and give one random friend +3  for each tier 1 shop pet.,['Weekly Pack'],Tier 5 Pets
Raccoon,4,5,1,Before attack → Steal food perk from target. Works 1 time per battle.,['Weekly Pack'],Tier 5 Pets
Raccoon,4,5,2,Before attack → Steal food perk from target. Works 2 times per battle.,['Weekly Pack'],Tier 5 Pets
Raccoon,4,5,2,Before attack → Steal food perk from target. Works 2 times per battle.,['Weekly Pack'],Tier 5 Pets
Boar,10,6,1,Before attack → Gain +4  attack and +2  health.,['Turtle Pack'],Tier 6 Pets
Boar,10,6,2,Before attack → Gain +8  attack and +4  health.,['Turtle Pack'],Tier 6 Pets
Boar,10,6,2,Before attack → Gain +8  attack and +4  health.,['Turtle Pack'],Tier 6 Pets
Cat,4,5,1,Food gives double  health and  attack. Works 2 times per turn.,['Turtle Pack'],Tier 6 Pets
Cat,4,5,2,Food gives triple  health and  attack. Works 2 times per turn.,['Turtle Pack'],Tier 6 Pets
Cat,4,5,2,Food gives triple  health and  attack. Works 2 times per turn.,['Turtle Pack'],Tier 6 Pets
Dragon,6,8,1,Tier 1 friend bought → Give friends +1  attack and +1  health.,"['Turtle Pack', 'Puppy Pack']",Tier 6 Pets
Dragon,6,8,2,Tier 1 friend bought → Give friends +2  attack and +2  health.,"['Turtle Pack', 'Puppy Pack']",Tier 6 Pets
Dragon,6,8,2,Tier 1 friend bought → Give friends +2  attack and +2  health.,"['Turtle Pack', 'Puppy Pack']",Tier 6 Pets
Fly,5,5,1,Friend faints → Summon one 4/4  Zombie Fly in its place. Works 3 times per turn.,['Turtle Pack'],Tier 6 Pets
Fly,5,5,2,Friend faints → Summon one 8/8  Zombie Fly in its place. Works 3 times per turn.,['Turtle Pack'],Tier 6 Pets
Fly,5,5,2,Friend faints → Summon one 8/8  Zombie Fly in its place. Works 3 times per turn.,['Turtle Pack'],Tier 6 Pets
Gorilla,7,10,1,Hurt → Gain  Coconut 1 time per battle.,['Turtle Pack'],Tier 6 Pets
Gorilla,7,10,2,Hurt → Gain  Coconut 2 times per battle.,['Turtle Pack'],Tier 6 Pets
Gorilla,7,10,2,Hurt → Gain  Coconut 2 times per battle.,['Turtle Pack'],Tier 6 Pets
Leopard,10,4,1,Start of battle → Deal 50% attack  damage to one random enemy.,['Turtle Pack'],Tier 6 Pets
Leopard,10,4,2,Start of battle → Deal 50% attack  damage to two random enemy.,['Turtle Pack'],Tier 6 Pets
Leopard,10,4,2,Start of battle → Deal 50% attack  damage to two random enemy.,['Turtle Pack'],Tier 6 Pets
Mammoth,4,12,1,Faint → Give all friends +2  attack and +2  health.,['Turtle Pack'],Tier 6 Pets
Mammoth,4,12,2,Faint → Give all friends +4  attack and +4  health.,['Turtle Pack'],Tier 6 Pets
Mammoth,4,12,2,Faint → Give all friends +4  attack and +4  health.,['Turtle Pack'],Tier 6 Pets
Snake,6,6,1,Friend ahead attacks → Deal 5  damage to one random enemy.,['Turtle Pack'],Tier 6 Pets
Snake,6,6,2,Friend ahead attacks → Deal 10  damage to one random enemy.,['Turtle Pack'],Tier 6 Pets
Snake,6,6,2,Friend ahead attacks → Deal 10  damage to one random enemy.,['Turtle Pack'],Tier 6 Pets
Tiger,6,4,1,The friend ahead repeats their ability in battle as if they were level 1.,['Turtle Pack'],Tier 6 Pets
Tiger,6,4,2,The friend ahead repeats their ability in battle as if they were level 2.,['Turtle Pack'],Tier 6 Pets
Tiger,6,4,2,The friend ahead repeats their ability in battle as if they were level 2.,['Turtle Pack'],Tier 6 Pets
Wolverine,5,4,1,Four friends hurt → Remove 2  health from all enemies.,['Turtle Pack'],Tier 6 Pets
Wolverine,5,4,2,Four friends hurt → Remove 4  health from all enemies.,['Turtle Pack'],Tier 6 Pets
Wolverine,5,4,2,Four friends hurt → Remove 4  health from all enemies.,['Turtle Pack'],Tier 6 Pets
Manticore,7,4,1,Enemy ailments are two times worse.,['Unicorn Pack'],Tier 6 Pets
Manticore,7,4,2,Enemy ailments are three times worse.,['Unicorn Pack'],Tier 6 Pets
Manticore,7,4,2,Enemy ailments are three times worse.,['Unicorn Pack'],Tier 6 Pets
Phoenix,8,8,1,"Faint → Make ANY three random pets  Crisp, then summon one 6/6  Young Phoenix.",['Unicorn Pack'],Tier 6 Pets
Phoenix,8,8,2,"Faint → Make ANY six random pets  Crisp, then summon one 12/12  Young Phoenix.",['Unicorn Pack'],Tier 6 Pets
Phoenix,8,8,2,"Faint → Make ANY six random pets  Crisp, then summon one 12/12  Young Phoenix.",['Unicorn Pack'],Tier 6 Pets
Quetzalcoatl,2,8,1,End Turn → Give one random tier 3 or lower friend +2  experience.,['Unicorn Pack'],Tier 6 Pets
Quetzalcoatl,2,8,2,End Turn → Give one random tier 3 or lower friend +2  experience. Triggers 2 times.,['Unicorn Pack'],Tier 6 Pets
Quetzalcoatl,2,8,2,End Turn → Give one random tier 3 or lower friend +2  experience. Triggers 2 times.,['Unicorn Pack'],Tier 6 Pets
Team Spirit,3,4,1,Friend level-up → Give friends +1  attack and +2  health.,['Unicorn Pack'],Tier 6 Pets
Team Spirit,3,4,2,Friend level-up → Give friends +2  attack and +4  health.,['Unicorn Pack'],Tier 6 Pets
